name,domain,getapp_logo,clearbit_logo,desc,rating,num_reviews,cat,subcat,getapp_cat_link
Windward Arrow,,https://ga0.imgix.net/logo/o/1653-2662207775.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Reports management software,,0,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=8
Visual KPI,,https://ga1.imgix.net/logo/o/90382-789817473.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Use Transpara's KPI to monitor critical data,,0,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=8
Trevor.io,trevor.io,https://ga0.imgix.net/logo/o/109193-1502890843-724915?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/trevor.io,Data tool to explore company database data,,0,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=8
webKPI,webkpi.com,https://ga0.imgix.net/logo/o/91407-3878822756.jpg?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/webkpi.com,Key Performance Indicators (KPI) through Business Intelligence DashBoards,,0,business-intelligence-analytics-software,reporting-dashboard,https://www.getapp.com/business-intelligence-analytics-software/reporting-dashboard/?page=6
mailspice,,https://ga0.imgix.net/logo/o/106611-1488380422-7284384?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Email marketing & newsletter analytics add-on,,0,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=8
e-ServiceSuite,,https://ga1.imgix.net/logo/o/10291-1444148610-6861882?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"Help Desk, Service Management, Enterprise Solution",,0,collaboration-software,knowledge-management,https://www.getapp.com/collaboration-software/knowledge-management/?page=6
Vigil,vigilbeauty.com,https://ga0.imgix.net/logo/o/102309-1449717706-4995697?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/vigilbeauty.com,Website monitoring and downtime notification,,0,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=8
Lumiary,,https://ga0.imgix.net/logo/o/101349-1429544159-6092076?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,CRM for E-commerce Retailers,,0,business-intelligence-analytics-software,analytics,https://www.getapp.com/business-intelligence-analytics-software/analytics/?page=6
Wizdee,wizdee.com,https://ga1.imgix.net/logo/o/105083-1473344109-488427?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/wizdee.com,"Natural language BI, speak or type queries to get answers",,0,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=8
Anchor Metrics,anchormetrics.com,https://ga1.imgix.net/logo/o/103643-1462193882-2093515?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/anchormetrics.com,Digital marketing reporting platform,,0,business-intelligence-analytics-software,analytics,https://www.getapp.com/business-intelligence-analytics-software/analytics/?page=6
CustomerCradle,,https://ga1.imgix.net/logo/o/9728-2946919989.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Customer Management,,0,business-intelligence-analytics-software,analytics,https://www.getapp.com/business-intelligence-analytics-software/analytics/?page=6
Statsbot,statsbot.co,https://ga0.imgix.net/logo/o/107625-1496753572-8474808?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/statsbot.co,Business intelligence platform for data analysis,,0,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=8
Regression Forecasting,,https://ga1.imgix.net/logo/o/90519-756764856.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Prediction regression equation,,0,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=8
Webtrekk,webtrekk.com,https://ga1.imgix.net/logo/o/100547-1413882430-9881668?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/webtrekk.com,Drive your profit,3.0,1,business-intelligence-analytics-software,analytics,https://www.getapp.com/business-intelligence-analytics-software/analytics/?page=6
AlchemyAPI,,https://ga1.imgix.net/logo/o/100767-1417534487-862143?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Build smart-apps for deep learning,,0,business-intelligence-analytics-software,analytics,https://www.getapp.com/business-intelligence-analytics-software/analytics/?page=6
pcFinancials,,https://ga0.imgix.net/logo/o/102097-1446021772-3952317?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"Planning, Budgeting, Reporting and Consolidating Solution.",,0,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=8
Platfora,platfora.com,https://ga1.imgix.net/logo/o/91072-1738358389.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/platfora.com,BI and Analytics Platform,,0,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=8
Omnicontext™,,https://ga0.imgix.net/logo/o/9475-1521051078-3330283?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,IT Management,,0,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=8
Operational Insights,operationalinsights.com,https://ga1.imgix.net/logo/o/100291-1408529039-107085?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Analyze Microsoft installation data,,0,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=8
Now Assistant,,https://ga1.imgix.net/logo/o/102007-1475854768-8282466?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"Digital workplace app, Google Now for enterprises",,0,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=8
Pro Profs Poll Maker,,https://ga1.imgix.net/logo/o/90915-1908335555.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Build and Test Knowledge,,0,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=8
Web Maven,web-maven.com,https://ga0.imgix.net/logo/o/2334-3764296736.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"Calls to action, promotions & content management",,0,business-intelligence-analytics-software,analytics,https://www.getapp.com/business-intelligence-analytics-software/analytics/?page=7
Salesvue,salesvue.com,https://ga0.imgix.net/logo/o/100398-1412670499-528078?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/salesvue.com,Faster Connections - Increased Sales,,0,business-intelligence-analytics-software,reporting-dashboard,https://www.getapp.com/business-intelligence-analytics-software/reporting-dashboard/?page=6
OLAP Reporting Tool,,https://ga1.imgix.net/logo/o/2281-2498505591.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Business Intelligence & Analytics,,0,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=8
SimpleFeed,simplefeed.com,https://ga1.imgix.net/logo/o/9470-3548762558.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/simplefeed.com,Social media syndication hub,,0,business-intelligence-analytics-software,analytics,https://www.getapp.com/business-intelligence-analytics-software/analytics/?page=7
WildFire,wildfireideas.com,https://ga0.imgix.net/logo/o/9628-1980579938.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/wildfireideas.com,Recruitment marketing platform,,0,business-intelligence-analytics-software,analytics,https://www.getapp.com/business-intelligence-analytics-software/analytics/?page=7
PostHelpers,,https://ga0.imgix.net/logo/o/10106-2746315586.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Measuring activity on Facebook,,0,business-intelligence-analytics-software,analytics,https://www.getapp.com/business-intelligence-analytics-software/analytics/?page=7
Retail Advantage,retailadvantage.co.uk,https://ga1.imgix.net/logo/o/91636-416652685.jpg?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/retailadvantage.co.uk,Performance-Enhancing Intelligent Retail Management Software,,0,business-intelligence-analytics-software,reporting-dashboard,https://www.getapp.com/business-intelligence-analytics-software/reporting-dashboard/?page=6
GuestCentric,,https://ga0.imgix.net/logo/o/9537-706176895.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"Hotel web design, booking engine and channel manager",,0,business-intelligence-analytics-software,analytics,https://www.getapp.com/business-intelligence-analytics-software/analytics/?page=6
PhoneTools,,https://ga1.imgix.net/logo/o/91141-3496510912.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Integrate your cell phone with your org to call and SMS message any number,,0,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=8
OpenText Actuate Information Hub,,https://ga0.imgix.net/logo/o/102507-1454005961-334039?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Analytics and data management platform for business analysts,,0,business-intelligence-analytics-software,analytics,https://www.getapp.com/business-intelligence-analytics-software/analytics/?page=7
Salescast,salescast.us,https://ga1.imgix.net/logo/o/9402-1820118877.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Inventory optimization and sales forecasting,,0,business-intelligence-analytics-software,analytics,https://www.getapp.com/business-intelligence-analytics-software/analytics/?page=7
MetricPulse,metricpulse.com,https://ga1.imgix.net/logo/o/20415-1326246141.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/metricpulse.com,Aggregated marketing dashboard,,0,business-intelligence-analytics-software,analytics,https://www.getapp.com/business-intelligence-analytics-software/analytics/?page=7
OpenText Actuate Analytics Designers,,https://ga0.imgix.net/logo/o/102509-1454040790-9207628?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Reporting and data visualization software for business analy,,0,business-intelligence-analytics-software,reporting-dashboard,https://www.getapp.com/business-intelligence-analytics-software/reporting-dashboard/?page=6
Numerify,numerify.com,https://ga0.imgix.net/logo/o/102085-1445595366-6642644?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/numerify.com,Business analytics for IT business users,,0,business-intelligence-analytics-software,reporting-dashboard,https://www.getapp.com/business-intelligence-analytics-software/reporting-dashboard/?page=6
OmniContext™,,https://ga0.imgix.net/logo/o/9484-1454604841-2446375?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,End-to-end analysis and metrics for data understanding,,0,business-intelligence-analytics-software,reporting-dashboard,https://www.getapp.com/business-intelligence-analytics-software/reporting-dashboard/?page=6
Etail Solutions,etailsolutions.com,https://ga1.imgix.net/logo/o/103647-1463482352-4615154?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/etailsolutions.com,Enterprise-class multi-channel ecommerce platform,,0,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=7
EdgeSpring,edgespring.com,https://ga1.imgix.net/logo/o/90975-4238456327.jpeg?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/edgespring.com,Business Insight at the Speed-of-Thought,,0,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=7
CloudPhysics,cloudphysics.com,https://ga0.imgix.net/logo/o/100293-1408533006-4392908?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/cloudphysics.com,Analytics for virtual datacenters,,0,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=7
whatusersdo.com,,https://ga1.imgix.net/logo/o/8176-1493796286-0761387?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Understand your customes with this UX testing tool,,0,business-intelligence-analytics-software,analytics,https://www.getapp.com/business-intelligence-analytics-software/analytics/?page=8
AutoTag,autoahorro-volkswagen.com,https://ga0.imgix.net/logo/o/1654-313159108.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/autoahorro-volkswagen.com,Business report design tool,,0,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=7
ManageEngine ADAudit Plus,,https://ga1.imgix.net/logo/o/91821-1512639936-0595875?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Active Directory change audit and reporting software,,0,business-intelligence-analytics-software,reporting-dashboard,https://www.getapp.com/business-intelligence-analytics-software/reporting-dashboard/?page=6
Host Analytics,hostanalytics.com,https://ga0.imgix.net/logo/o/90789-3408604451.jpg?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/hostanalytics.com,#1 in cloud corporate performance management & business analytics,,0,business-intelligence-analytics-software,reporting-dashboard,https://www.getapp.com/business-intelligence-analytics-software/reporting-dashboard/?page=6
intelligentXchange,,https://ga0.imgix.net/logo/o/106689-1488898206-6353853?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Cloud-based visibility into B2B data with built-in alerting,5.0,1,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=6
GroupQuality,groupquality.com,https://ga1.imgix.net/logo/o/57-1340679339.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/groupquality.com,"Qualitative & Quantitative online research & evaluation software for business, agencies and education / academic projects.",,0,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=7
Ranktab,ranktab.com,https://ga1.imgix.net/logo/o/90564-2512999404.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/ranktab.com,"Decide Smarter, Together.",5.0,1,business-intelligence-analytics-software,business-intelligence,https://www.getapp.com/business-intelligence-analytics-software/business-intelligence/?page=6
